Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History Reliability,Work History Relevance,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills Reliability,Skills Relevance,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability Reliability,Disability Relevance,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed Reliability,Time Unemployed Relevance,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason Reliability,Reason Relevance,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative Reliability,Initiative Relevance,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
697,2600,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,unem,properties first,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree
698,880,70 up,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree
699,1187,50-59,Associate or Diploma,Female,,<25000,false,false,false,true,false,,unem,fairness first,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Agree,Agree,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree
700,1206,40-49,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,unem,fairness first,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Agree,Agree
701,1268,60-69,Bachelor,Female,,75000-100000,false,false,false,true,true,,unem,fairness first,Agree,Agree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree
702,2504,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,unem,fairness first,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree
704,671,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Disagree,Disagree
705,1371,30-39,Graduate,Male,,25000-50000,false,true,false,false,false,,unem,fairness first,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree
706,670,40-49,Associate or Diploma,Male,,<25000,false,false,false,true,false,,unem,fairness first,Disagree,Strongly Disagree,,Neutral,Strongly Disagree,Somewhat Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Disagree,,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Strongly Agree,Agree,Somewhat Disagree,Disagree,
1761,3111,40-49,High School,Female,,<25000,false,false,false,true,false,,unem,fairness first,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Somewhat Disagree,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,,Strongly Disagree,Strongly Disagree
1762,1827,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,unem,properties first,Agree,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree
1763,1106,40-49,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree
1764,794,18-29,High School,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,,,,,,,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree
1765,538,18-29,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Agree
1766,1620,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree
1767,2495,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree
1768,974,30-39,High School,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree
1769,2063,40-49,High School,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral
1770,1458,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,,Agree
1771,819,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,
1772,1687,60-69,Bachelor,Male,,50000-75000,false,false,false,false,false,WHITE,unem,properties first,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,,,,,,,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
