Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1934,3082,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,properties first,Agree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree
1935,2233,18-29,High School,Male,,25000-50000,false,false,false,true,false,,cps,properties first,Agree,Somewhat Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Agree,Strongly Agree
1936,941,50-59,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,fairness first,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree
1937,784,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Somewhat Agree,Agree,Neutral,Disagree,Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree
1938,1591,30-39,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral
1939,3074,30-39,High School,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
1940,1851,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,cps,fairness first,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,,Somewhat Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,,,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree
1941,1348,30-39,High School,Male,,>100000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral
1942,667,40-49,Associate or Diploma,Male,,<25000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1943,2639,50-59,Bachelor,Female,,<25000,false,false,false,true,false,,cps,properties first,Agree,Neutral,Somewhat Agree,Neutral,Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree
1944,604,40-49,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree
1945,2164,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree
1946,2232,18-29,High School,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral
1947,2542,18-29,High School,Male,,<25000,false,false,false,true,false,,cps,properties first,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree
1948,624,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,cps,properties first,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree
1949,1310,18-29,Bachelor,Male,,<25000,false,false,false,false,true,,cps,properties first,Neutral,Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1950,1577,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,properties first,Agree,Neutral,Agree,Disagree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Disagree,Agree,Neutral,Agree,Disagree
1951,673,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,cps,fairness first,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree
1952,1120,30-39,Graduate,Male,,<25000,false,true,false,false,false,,cps,fairness first,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,,,,,,,,Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral
1953,2087,50-59,High School,Female,,50000-75000,false,false,false,true,false,,cps,fairness first,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree
1954,2069,18-29,High School,Female,,<25000,false,false,true,false,false,,cps,fairness first,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree
