Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2160,3501,30-39,Graduate,Male,,>100000,false,false,true,false,false,,ins,fairness first,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2161,1224,50-59,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree
2162,894,18-29,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral
2163,971,18-29,High School,Male,,<25000,false,false,false,true,false,,ins,fairness first,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Disagree
2164,1824,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree
2165,2415,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree
2166,1970,40-49,High School,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree
2167,880,18-29,Less than high School,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree
2168,1260,18-29,Bachelor,Female,,25000-50000,false,false,true,false,false,,ins,properties first,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral
2169,1468,18-29,High School,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree
2170,2256,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Agree,Agree,Disagree,Somewhat Agree,Disagree,Neutral,Agree,Somewhat Agree,Agree,Agree,Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree
2171,408,50-59,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2172,571,30-39,High School,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2173,2198,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,ins,fairness first,Agree,Agree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Agree,Neutral
2174,698,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,,Neutral,Somewhat Agree,Disagree,Disagree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Neutral
2175,458,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Disagree,Somewhat Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree
2176,590,18-29,High School,Female,,<25000,false,false,false,true,true,,ins,properties first,Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree
2177,602,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,ins,properties first,Strongly Agree,,Neutral,Strongly Disagree,Agree,Neutral,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Agree,Strongly Disagree,,Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree
2178,2071,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Disagree,,Somewhat Agree,Strongly Agree,Strongly Agree
2179,1858,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree
2180,2515,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,ins,fairness first,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2181,3009,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,ins,fairness first,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree
2182,361,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Agree,Agree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Disagree,Agree,,Somewhat Agree,Neutral,Neutral,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree
2183,437,50-59,Graduate,Male,,<25000,false,false,false,true,false,,ins,properties first,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree
2184,637,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Agree,Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree
2185,3061,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,ins,properties first,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree
