Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount Reliability,Loan Amount Relevance,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income Reliability,Income Relevance,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents Reliability,Dependents Relevance,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property Reliability,Property Relevance,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
906,352,30-39,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
907,1536,60-69,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Agree,,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Disagree,Disagree
908,2283,18-29,High School,Female,,50000-75000,false,false,false,true,true,,loan,fairness first,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree
909,414,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Agree,Agree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree
910,888,40-49,Graduate,Male,,>100000,false,false,false,true,false,,loan,properties first,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree
911,534,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Somewhat Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Neutral
912,567,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree
914,630,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
915,557,50-59,High School,Female,,50000-75000,false,false,false,true,false,,loan,properties first,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree
916,1510,30-39,Graduate,Female,,>100000,false,false,true,false,false,,loan,fairness first,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral
917,564,30-39,High School,Male,,<25000,false,false,false,true,false,,loan,properties first,Agree,Agree,Strongly Disagree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree
918,1248,30-39,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,properties first,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree
919,606,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,,Neutral,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,,Neutral,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral
920,512,30-39,High School,Male,,50000-75000,false,false,false,true,false,,loan,fairness first,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral
921,508,50-59,High School,Female,,<25000,false,false,false,true,false,,loan,properties first,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Disagree,Disagree,Somewhat Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Agree
922,1597,40-49,High School,Female,,>100000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree
923,872,40-49,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
924,3118,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree
925,579,30-39,High School,Male,,<25000,false,true,false,false,false,,loan,fairness first,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree
926,648,40-49,High School,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree
2055,1706,30-39,High School,Male,,>100000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree
